lambda		value

Calibration:
lambda:	800
Abs:	-0.0003

Data:
#
900		0.2841
899.5		0.2928
899		0.2823
898.5		0.2829
898		0.2735
897.5		0.2788
897		0.2879
896.5		0.2848
896		0.2845
895.5		0.2856
895		0.2872
894.5		0.2874
894		0.289
893.5		0.2889
893		0.2861
892.5		0.2837
892		0.2802
891.5		0.2724
891		0.2929
890.5		0.2762
890		0.2829
889.5		0.2851
889		0.2755
888.5		0.2889
888		0.286
887.5		0.2846
887		0.2854
886.5		0.2763
886		0.2833
885.5		0.2969
885		0.2763
884.5		0.2875
884		0.2812
883.5		0.2789
883		0.2851
882.5		0.2782
882		0.2743
881.5		0.282
881		0.2838
880.5		0.2879
880		0.2825
879.5		0.284
879		0.2826
878.5		0.2864
878		0.2818
877.5		0.2896
877		0.2799
876.5		0.2824
876		0.2856
875.5		0.2781
875		0.2859
874.5		0.2875
874		0.2814
873.5		0.2846
873		0.2803
872.5		0.2864
872		0.2859
871.5		0.2844
871		0.2837
870.5		0.2849
870		0.283
869.5		0.2852
869		0.2876
868.5		0.2891
868		0.2813
867.5		0.2892
867		0.2861
866.5		0.2863
866		0.2809
865.5		0.2876
865		0.2833
864.5		0.2872
864		0.2877
863.5		0.2818
863		0.2877
862.5		0.284
862		0.2865
861.5		0.2861
861		0.2852
860.5		0.2858
860		0.2861
859.5		0.2874
859		0.2902
858.5		0.2859
858		0.2888
857.5		0.2892
857		0.2875
856.5		0.287
856		0.288
855.5		0.2882
855		0.2903
854.5		0.2907
854		0.291
853.5		0.2892
853		0.2885
852.5		0.2897
852		0.2901
851.5		0.2878
851		0.2918
850.5		0.2893
850		0.2923
849.5		0.2919
849		0.2901
848.5		0.2918
848		0.292
847.5		0.2895
847		0.2915
846.5		0.2921
846		0.2924
845.5		0.2911
845		0.2924
844.5		0.2923
844		0.2919
843.5		0.2921
843		0.2932
842.5		0.2919
842		0.2925
841.5		0.2929
841		0.293
840.5		0.2921
840		0.2934
839.5		0.2932
839		0.2937
838.5		0.2929
838		0.2941
837.5		0.2932
837		0.2928
836.5		0.2936
836		0.2932
835.5		0.2939
835		0.2932
834.5		0.2937
834		0.2948
833.5		0.2926
833		0.294
832.5		0.2942
832		0.293
831.5		0.2937
831		0.2929
830.5		0.2921
830		0.2937
829.5		0.2937
829		0.2942
828.5		0.2941
828		0.293
827.5		0.2934
827		0.294
826.5		0.2933
826		0.2936
825.5		0.2936
825		0.2943
824.5		0.2944
824		0.2943
823.5		0.2938
823		0.2943
822.5		0.2942
822		0.2943
821.5		0.2952
821		0.2945
820.5		0.2949
820		0.2941
819.5		0.2947
819		0.2948
818.5		0.295
818		0.2954
817.5		0.2952
817		0.2946
816.5		0.2961
816		0.2949
815.5		0.2954
815		0.2961
814.5		0.2952
814		0.2968
813.5		0.2968
813		0.2965
812.5		0.2964
812		0.2961
811.5		0.296
811		0.2972
810.5		0.2969
810		0.2974
809.5		0.2968
809		0.2967
808.5		0.2974
808		0.2972
807.5		0.2973
807		0.2978
806.5		0.2981
806		0.298
805.5		0.2981
805		0.2989
804.5		0.2988
804		0.299
803.5		0.2991
803		0.2989
802.5		0.2999
802		0.3004
801.5		0.3006
801		0.2999
800.5		0.3004
800		0.3004
799.5		0.3003
799		0.3006
798.5		0.3013
798		0.3013
797.5		0.301
797		0.3022
796.5		0.3017
796		0.3024
795.5		0.3026
795		0.3021
794.5		0.3023
794		0.3029
793.5		0.3033
793		0.3031
792.5		0.303
792		0.3032
791.5		0.3041
791		0.3038
790.5		0.3034
790		0.3048
789.5		0.3047
789		0.305
788.5		0.3049
788		0.3054
787.5		0.3054
787		0.3056
