#
900	1.00454
899.5	0.940274
899	0.964844
898.5	0.972781
898	0.978912
897.5	1.00224
897	0.987314
896.5	1.01646
896	0.942109
895.5	0.973523
895	0.966956
894.5	0.947937
894	1.00515
893.5	0.957002
893	1.05957
892.5	0.953825
892	1.00549
891.5	0.986219
891	1
890.5	0.979838
890	0.95941
889.5	0.998512
889	0.970183
888.5	0.969984
888	0.975622
887.5	0.99563
887	0.957501
886.5	0.992216
886	0.994768
885.5	0.968119
885	0.982231
884.5	0.971903
884	0.987741
883.5	0.968738
883	1.00386
882.5	0.995315
882	0.985599
881.5	0.988284
881	0.992625
880.5	0.982909
880	0.982472
879.5	1.0004
879	0.990892
878.5	0.973353
878	0.96562
877.5	0.989052
877	1.00101
876.5	0.989757
876	0.978912
875.5	0.974957
875	0.99469
874.5	0.997002
874	0.972847
873.5	1.0038
873	1.00947
872.5	0.988632
872	0.972187
871.5	0.994653
871	0.990215
870.5	0.972631
870	0.975504
869.5	0.989263
869	0.984798
868.5	0.983788
868	0.983942
867.5	0.983917
867	0.985013
866.5	0.983979
866	0.971488
865.5	1.00257
865	0.985499
864.5	0.977526
864	0.97499
863.5	0.976439
863	0.981152
862.5	0.988859
862	0.97213
861.5	0.980919
861	0.987402
860.5	0.99703
860	0.986393
859.5	0.990068
859	0.990797
858.5	0.983624
858	0.991966
857.5	0.994482
857	0.989511
856.5	0.988555
856	0.986205
855.5	0.994918
855	0.987084
854.5	0.986712
854	0.990018
853.5	0.993929
853	0.989722
852.5	0.989299
852	0.99259
851.5	0.996471
851	0.984789
850.5	0.993651
850	0.998436
849.5	0.996296
849	0.991317
848.5	0.992323
848	0.989572
847.5	0.99532
847	0.995517
846.5	0.992409
846	1.00088
845.5	0.995799
845	1.00234
844.5	0.996588
844	1.00185
843.5	0.995631
843	1.00253
842.5	1
842	0.998734
841.5	1.00195
841	1.00107
840.5	1.00205
840	1.00107
839.5	0.998928
839	1.00498
838.5	1.00419
838	1.00851
837.5	1.00381
837	1.00841
836.5	1.00725
836	1.00547
835.5	1.00801
835	1.00578
834.5	1.00921
834	1.00755
833.5	1.00793
833	1.01245
832.5	1.01639
832	1.00992
831.5	1.01335
831	1.01149
830.5	1.0122
830	1.01473
829.5	1.01101
829	1.01187
828.5	1.01682
828	1.01249
827.5	1.01781
827	1.01485
826.5	1.0172
826	1.01733
825.5	1.01613
825	1.01675
824.5	1.02207
824	1.01794
823.5	1.02071
823	1.01872
822.5	1.02143
822	1.02097
821.5	1.02149
821	1.01902
820.5	1.02076
820	1.02306
819.5	1.02912
819	1.02468
818.5	1.02247
818	1.02539
817.5	1.03048
817	1.02497
816.5	1.02633
816	1.02778
815.5	1.02559
815	1.03429
814.5	1.02734
814	1.03081
813.5	1.03111
813	1.0307
812.5	1.03048
812	1.03424
811.5	1.03576
811	1.03513
810.5	1.03547
810	1.03444
809.5	1.03091
809	1.03911
808.5	1.03881
808	1.04048
807.5	1.03744
807	1.04017
806.5	1.04011
806	1.04189
805.5	1.03995
805	1.0417
804.5	1.04193
804	1.04172
803.5	1.04692
803	1.0417
802.5	1.04501
802	1.04334
801.5	1.04844
801	1.05063
800.5	1.0435
800	1.04985
799.5	1.05014
799	1.05142
798.5	1.0508
798	1.05109
797.5	1.05675
797	1.05346
796.5	1.05413
796	1.05379
795.5	1.05855
795	1.05763
794.5	1.06028
794	1.05697
793.5	1.05683
793	1.06327
792.5	1.06126
792	1.06621
791.5	1.06302
791	1.05904
790.5	1.06466
790	1.06236
789.5	1.06699
789	1.06887
788.5	1.07076
788	1.06895
787.5	1.06828
787	1.07102
786.5	1.07178
786	1.06929
785.5	1.07318
785	1.07065
784.5	1.07497
784	1.07604
783.5	1.07382
783	1.07736
782.5	1.07771
782	1.07418
781.5	1.08039
781	1.08091
780.5	1.08259
780	1.08178
779.5	1.08235
779	1.0849
778.5	1.08428
778	1.08614
777.5	1.08649
777	1.08892
776.5	1.08818
776	1.09023
775.5	1.08743
775	1.09386
774.5	1.09034
774	1.09712
773.5	1.09694
773	1.09436
772.5	1.09728
772	1.09534
771.5	1.10078
771	1.09711
770.5	1.10021
770	1.10431
769.5	1.10406
769	1.10453
768.5	1.10416
768	1.10404
767.5	1.10777
767	1.10858
766.5	1.10817
766	1.11292
765.5	1.11251
765	1.10789
764.5	1.11574
764	1.1143
763.5	1.11992
763	1.11766
762.5	1.12055
762	1.11792
761.5	1.11884
761	1.12356
760.5	1.12404
760	1.12798
759.5	1.1278
759	1.1256
758.5	1.12915
758	1.12587
757.5	1.13075
