lambda		value

Calibration:
lambda:	800
Abs:	-0.0003

Data:
#
900		0.9888
899.5		0.949454
899		1.01372
898.5		0.989013
898		1.00643
897.5		0.96895
897		0.979846
896.5		0.987414
896		0.975172
895.5		0.983797
895		0.952818
894.5		0.9773
894		0.923599
893.5		0.997329
893		1.02019
892.5		0.965865
892		0.985951
891.5		0.973383
891		0.996965
890.5		0.972372
890		0.956539
889.5		0.964131
889		0.994281
888.5		1.00175
888		0.983639
887.5		0.981088
887		0.9542
886.5		0.999292
886		1.00173
885.5		0.991854
885		0.964212
884.5		0.969412
884		0.98101
883.5		0.970935
883		1.01522
882.5		0.971524
882		0.96973
881.5		0.954716
881		0.969326
880.5		0.97504
880		0.988738
879.5		0.99574
879		0.988847
878.5		0.98776
878		0.977521
877.5		0.979622
877		0.989201
876.5		0.974013
876		0.989018
875.5		0.986504
875		0.993099
874.5		0.999696
874		0.986299
873.5		0.997566
873		0.99031
872.5		0.987374
872		0.975515
871.5		0.972924
871		0.985941
870.5		0.964931
870		0.980792
869.5		0.98344
869		0.973805
868.5		0.987785
868		0.980645
867.5		0.982612
867		0.976932
866.5		0.990885
866		0.977198
865.5		0.983713
865		0.995272
864.5		0.979814
864		0.977862
863.5		0.984125
863		0.976737
862.5		0.985122
862		0.975243
861.5		0.98466
861		0.994072
860.5		0.990676
860		0.972241
859.5		0.984065
859		0.978882
858.5		0.984012
858		0.98353
857.5		0.986327
857		0.985506
856.5		0.980089
856		0.978401
855.5		0.981394
855		0.976813
854.5		0.977441
854		0.984737
853.5		0.982249
853		0.982157
852.5		0.977047
852		0.981143
851.5		0.984017
851		0.978179
850.5		0.980218
850		0.982083
849.5		0.984602
849		0.982612
848.5		0.982976
848		0.978486
847.5		0.980551
847		0.982238
846.5		0.978811
846		0.983114
845.5		0.982092
845		0.980834
844.5		0.980061
844		0.980841
843.5		0.978075
843		0.982131
842.5		0.983987
842		0.979296
841.5		0.984168
841		0.979666
840.5		0.983389
840		0.981235
839.5		0.977008
839		0.978336
838.5		0.981037
838		0.980594
837.5		0.979725
837		0.981487
836.5		0.981948
836		0.981899
835.5		0.981095
835		0.984724
834.5		0.982329
834		0.980844
833.5		0.983337
833		0.981439
832.5		0.983802
832		0.985086
831.5		0.982013
831		0.98071
830.5		0.985452
830		0.980806
829.5		0.983667
829		0.979742
828.5		0.983264
828		0.980486
827.5		0.984951
827		0.982565
826.5		0.980685
826		0.983142
825.5		0.983064
825		0.981742
824.5		0.982939
824		0.983729
823.5		0.985415
823		0.982538
822.5		0.983894
822		0.981352
821.5		0.981829
821		0.984027
820.5		0.980169
820		0.981737
819.5		0.982707
819		0.9841
818.5		0.981537
818		0.984592
817.5		0.986469
817		0.981211
816.5		0.981622
816		0.980846
815.5		0.979366
815		0.984286
814.5		0.981807
814		0.9811
813.5		0.983295
813		0.983305
812.5		0.981718
812		0.983008
811.5		0.982891
811		0.98361
810.5		0.979345
810		0.98281
809.5		0.977864
809		0.984295
808.5		0.980998
808		0.980802
807.5		0.983992
807		0.981607
806.5		0.98389
806		0.982488
805.5		0.982318
805		0.981984
804.5		0.981815
804		0.980723
803.5		0.982591
803		0.98033
802.5		0.982305
802		0.977454
801.5		0.982914
801		0.982873
800.5		0.981363
800		0.982905
799.5		0.979306
799		0.979549
798.5		0.982218
798		0.980719
797.5		0.984078
797		0.98162
796.5		0.981328
796		0.979946
795.5		0.982032
795		0.98091
794.5		0.983014
794		0.980633
793.5		0.978554
793		0.983405
792.5		0.982116
792		0.982386
791.5		0.980355
791		0.976221
790.5		0.979235
790		0.977488
789.5		0.979616
789		0.979842
788.5		0.982209
788		0.978951
