
Calibration:
lambda:	800
Abs:	0.0
ID:     C
Run:    3
Temp:   300

#
800		0.509346
799.5		0.509346
799		0.508787
798.5		0.508564
798		0.507089
797.5		0.507378
797		0.50733
796.5		0.507103
796		0.507158
795.5		0.506861
795		0.506481
794.5		0.506097
794		0.505968
793.5		0.505683
793		0.504949
792.5		0.504126
792		0.503575
791.5		0.504251
791		0.504404
790.5		0.50319
790		0.503613
789.5		0.503687
789		0.503444
788.5		0.501716
788		0.501701
787.5		0.501559
787		0.500454
786.5		0.501417
786		0.501246
785.5		0.500595
785		0.500439
784.5		0.500411
784		0.499249
783.5		0.500227
783		0.498043
782.5		0.498625
782		0.498002
781.5		0.498498
781		0.497704
780.5		0.496585
780		0.496883
779.5		0.496513
779		0.496641
778.5		0.494787
778		0.49467
777.5		0.495411
777		0.494659
776.5		0.49395
776		0.494646
775.5		0.492126
775		0.492274
774.5		0.493968
774		0.491692
773.5		0.491116
773		0.49221
772.5		0.490987
772		0.49149
771.5		0.491142
771		0.490765
770.5		0.490299
770		0.490082
769.5		0.488907
769		0.488426
768.5		0.487522
768		0.488684
767.5		0.487874
767		0.488333
766.5		0.486981
766		0.485858
765.5		0.485862
765		0.486881
764.5		0.485221
764		0.485454
763.5		0.485049
763		0.485049
762.5		0.485947
762		0.484307
761.5		0.483369
761		0.483781
760.5		0.482663
760		0.482376
759.5		0.482128
759		0.481978
758.5		0.481336
758		0.480506
757.5		0.481579
757		0.479753
756.5		0.47936
756		0.479747
755.5		0.478391
755		0.480022
754.5		0.478673
754		0.477957
753.5		0.476883
753		0.476957
752.5		0.476618
752		0.475507
751.5		0.475953
751		0.475706
750.5		0.474776
750		0.475031
749.5		0.473735
749		0.47421
748.5		0.473516
748		0.472354
747.5		0.473607
747		0.472487
746.5		0.471918
746		0.471829
745.5		0.470014
745		0.470185
744.5		0.47087
744		0.470018
743.5		0.469809
743		0.468406
742.5		0.468719
742		0.468398
741.5		0.468209
741		0.466625
740.5		0.467059
740		0.466927
739.5		0.466342
739		0.46593
738.5		0.465106
738		0.464099
737.5		0.463711
737		0.464778
736.5		0.463154
736		0.463222
735.5		0.462793
735		0.462236
734.5		0.462242
734		0.461023
733.5		0.46121
733		0.460152
732.5		0.458242
732		0.459591
731.5		0.458204
731		0.457649
730.5		0.456519
730		0.45572
729.5		0.456245
729		0.456116
728.5		0.455657
728		0.45462
727.5		0.454164
727		0.452457
726.5		0.451899
726		0.451552
725.5		0.450887
725		0.45076
724.5		0.449168
724		0.448852
723.5		0.448262
723		0.447696
722.5		0.447433
722		0.44598
721.5		0.444994
721		0.445822
720.5		0.444531
720		0.443629
719.5		0.444392
719		0.442314
718.5		0.443127
718		0.441726
717.5		0.440371
717		0.441031
716.5		0.441339
716		0.440032
715.5		0.440048
715		0.439432
714.5		0.440132
714		0.439473
713.5		0.43962
713		0.439452
712.5		0.439051
712		0.438537
711.5		0.43763
711		0.437888
710.5		0.438321
710		0.438491
709.5		0.437796
709		0.436377
708.5		0.437394
708		0.436939
707.5		0.436591
707		0.436859
706.5		0.43696
706		0.435148
705.5		0.434361
705		0.43341
704.5		0.434595
704		0.433439
703.5		0.432493
703		0.432703
702.5		0.432244
702		0.431179
701.5		0.430633
701		0.431183
700.5		0.430085
700		0.428894
699.5		0.429137
