lambda		value

Calibration:
lambda:	800
Abs:	-0.0001

Data:
#
800		0.965103
799.5		0.963804
799		0.961485
798.5		0.964029
798		0.964229
797.5		0.964042
797		0.964032
796.5		0.962349
796		0.961182
795.5		0.962959
795		0.963611
794.5		0.962223
794		0.962057
793.5		0.961788
793		0.963304
792.5		0.963925
792		0.962963
791.5		0.962099
791		0.959797
790.5		0.960659
790		0.958653
789.5		0.963722
789		0.961274
788.5		0.963111
788		0.961884
787.5		0.960778
787		0.963129
786.5		0.959206
786		0.958084
785.5		0.961239
785		0.958495
784.5		0.960782
784		0.96089
783.5		0.96002
783		0.961415
782.5		0.959294
782		0.957748
781.5		0.959681
781		0.957228
780.5		0.957723
780		0.95923
779.5		0.958591
779		0.957997
778.5		0.956167
778		0.959964
777.5		0.956093
777		0.958254
776.5		0.95793
776		0.956093
775.5		0.953632
775		0.958654
774.5		0.953551
774		0.95815
773.5		0.955837
773		0.955297
772.5		0.955715
772		0.953854
771.5		0.955793
771		0.9546
770.5		0.95502
770		0.955642
769.5		0.95417
769		0.953581
768.5		0.954514
768		0.954622
767.5		0.952988
767		0.952367
766.5		0.955872
766		0.956123
765.5		0.954174
765		0.950372
764.5		0.953444
764		0.953609
763.5		0.954623
763		0.949602
762.5		0.952888
762		0.951423
761.5		0.948853
761		0.950413
760.5		0.950816
760		0.950478
759.5		0.952239
759		0.948216
758.5		0.948468
758		0.947928
757.5		0.947698
757		0.950089
756.5		0.94694
756		0.948049
755.5		0.948279
755		0.948394
754.5		0.948368
754		0.944367
753.5		0.948018
753		0.947945
752.5		0.946177
752		0.945626
751.5		0.942727
751		0.946333
750.5		0.945371
750		0.944776
749.5		0.945511
749		0.942897
748.5		0.944472
748		0.943666
747.5		0.94263
747		0.946196
746.5		0.941707
746		0.943064
745.5		0.943039
745		0.942851
744.5		0.940803
744		0.941276
743.5		0.941801
743		0.939899
742.5		0.939514
742		0.940139
741.5		0.937723
741		0.93802
740.5		0.940168
740		0.93805
739.5		0.938622
739		0.937401
738.5		0.93797
738		0.937754
737.5		0.938891
737		0.935672
736.5		0.935678
736		0.93645
735.5		0.935124
735		0.93608
734.5		0.93116
734		0.934793
733.5		0.935503
733		0.93472
732.5		0.932297
732		0.93076
731.5		0.930831
731		0.931671
730.5		0.931092
730		0.929804
729.5		0.930119
729		0.927328
728.5		0.927227
728		0.929053
727.5		0.926214
727		0.928551
726.5		0.927214
726		0.924234
725.5		0.925958
725		0.923464
724.5		0.922594
724		0.920951
723.5		0.921693
723		0.921881
722.5		0.920601
722		0.920591
721.5		0.92067
721		0.915917
720.5		0.916289
720		0.917918
719.5		0.914154
719		0.920117
718.5		0.91541
718		0.915362
717.5		0.916276
717		0.917307
716.5		0.914066
716		0.915063
715.5		0.915342
715		0.918584
714.5		0.918811
714		0.91604
713.5		0.915743
713		0.914201
712.5		0.914753
712		0.915887
711.5		0.914587
711		0.913928
710.5		0.912253
710		0.915064
709.5		0.912695
709		0.912643
708.5		0.91274
708		0.910956
707.5		0.910997
707		0.91142
706.5		0.91202
706		0.911666
705.5		0.909458
705		0.90884
704.5		0.906441
704		0.908481
703.5		0.907041
703		0.905948
702.5		0.908213
702		0.907002
701.5		0.905123
701		0.90564
700.5		0.904114
700		0.902225
699.5		0.903544
699		0.900847
698.5		0.902011
698		0.902388
697.5		0.901085
697		0.900967
696.5		0.900849
696		0.898364
695.5		0.898611
695		0.897194
694.5		0.898302
694		0.896943
693.5		0.895038
693		0.895609
692.5		0.893456
692		0.894222
691.5		0.894025
691		0.892022
690.5		0.893291
690		0.891028
689.5		0.890677
689		0.890877
688.5		0.890008
688		0.891758
