lambda		value

Calibration:
lambda:	800
Abs:	0.0002

Data:
#
900		0.1089
899.5		0.1085
899		0.1137
898.5		0.101
898		0.1055
897.5		0.1088
897		0.1038
896.5		0.1048
896		0.1046
895.5		0.0994
895		0.106
894.5		0.0917
894		0.1032
893.5		0.1046
893		0.1023
892.5		0.1039
892		0.1016
891.5		0.1051
891		0.1085
890.5		0.0994
890		0.1066
889.5		0.1055
889		0.106
888.5		0.1036
888		0.1024
887.5		0.1027
887		0.1067
886.5		0.1043
886		0.1079
885.5		0.1058
885		0.1051
884.5		0.1016
884		0.1001
883.5		0.1081
883		0.1041
882.5		0.103
882		0.1079
881.5		0.1032
881		0.1037
880.5		0.1045
880		0.1062
879.5		0.1049
879		0.1046
878.5		0.1065
878		0.1045
877.5		0.1065
877		0.1078
876.5		0.107
876		0.1057
875.5		0.1052
875		0.1062
874.5		0.1043
874		0.1063
873.5		0.1033
873		0.1068
872.5		0.1047
872		0.1046
871.5		0.1051
871		0.1045
870.5		0.1058
870		0.1039
869.5		0.1069
869		0.1063
868.5		0.1058
868		0.1076
867.5		0.1054
867		0.1062
866.5		0.1059
866		0.1067
865.5		0.1066
865		0.1042
864.5		0.1054
864		0.1082
863.5		0.1047
863		0.1062
862.5		0.1071
862		0.1061
861.5		0.1071
861		0.1062
860.5		0.1065
860		0.1072
859.5		0.1062
859		0.1058
858.5		0.1063
858		0.1057
857.5		0.1069
857		0.1079
856.5		0.1067
856		0.1063
855.5		0.1073
855		0.1063
854.5		0.1071
854		0.1064
853.5		0.1061
853		0.1065
852.5		0.1071
852		0.107
851.5		0.1072
851		0.1071
850.5		0.107
850		0.1073
849.5		0.1068
849		0.1074
848.5		0.1068
848		0.1077
847.5		0.1072
847		0.1069
846.5		0.1072
846		0.1073
845.5		0.1071
845		0.1072
844.5		0.1063
844		0.1067
843.5		0.1068
843		0.1072
842.5		0.1064
842		0.1067
841.5		0.1066
841		0.1067
840.5		0.1066
840		0.1071
839.5		0.1066
839		0.1066
838.5		0.1067
838		0.1061
837.5		0.1062
837		0.1064
836.5		0.1061
836		0.1061
835.5		0.1062
835		0.1061
834.5		0.106
834		0.1058
833.5		0.1057
833		0.106
832.5		0.1056
832		0.1056
831.5		0.1054
831		0.1053
830.5		0.1055
830		0.1055
829.5		0.1049
829		0.1055
828.5		0.1048
828		0.1052
827.5		0.1047
827		0.1045
826.5		0.1045
826		0.1042
825.5		0.1048
825		0.1042
824.5		0.1043
824		0.1045
823.5		0.1043
823		0.1046
822.5		0.1039
822		0.104
821.5		0.104
821		0.1042
820.5		0.1036
820		0.1038
819.5		0.1036
819		0.1036
818.5		0.1034
818		0.1032
817.5		0.1036
817		0.103
816.5		0.103
816		0.1031
815.5		0.1029
815		0.1032
814.5		0.1031
814		0.1029
813.5		0.1025
813		0.1031
812.5		0.1024
812		0.1025
811.5		0.1024
811		0.1024
810.5		0.102
810		0.1021
809.5		0.1025
809		0.1018
808.5		0.1023
808		0.1016
807.5		0.1019
807		0.1018
806.5		0.1016
806		0.1015
805.5		0.1016
805		0.1011
804.5		0.1015
804		0.1011
803.5		0.1011
803		0.1013
802.5		0.1009
802		0.101
801.5		0.1006
801		0.1006
800.5		0.1006
800		0.1006
799.5		0.1006
799		0.1006
798.5		0.1001
798		0.1001
797.5		0.1005
797		0.1003
796.5		0.1
796		0.0999
795.5		0.0999
795		0.0999
794.5		0.0994
794		0.0997
793.5		0.0993
793		0.0993
792.5		0.0994
792		0.0991
791.5		0.0992
791		0.0989
790.5		0.0987
790		0.0989
789.5		0.0986
789		0.0983
788.5		0.0988
788		0.0983
787.5		0.0985
787		0.0983
