lambda		value

Calibration:
lambda:	800
Abs:	0.0001

Data:
#
900		0.1477
899.5		0.1427
899		0.1441
898.5		0.1507
898		0.1461
897.5		0.1559
897		0.1513
896.5		0.1468
896		0.147
895.5		0.1463
895		0.141
894.5		0.146
894		0.145
893.5		0.1444
893		0.1548
892.5		0.1413
892		0.1474
891.5		0.1491
891		0.1516
890.5		0.1423
890		0.1434
889.5		0.1522
889		0.1536
888.5		0.1557
888		0.1432
887.5		0.1499
887		0.1467
886.5		0.1482
886		0.1525
885.5		0.1443
885		0.15
884.5		0.1445
884		0.1545
883.5		0.1472
883		0.1511
882.5		0.1554
882		0.1492
881.5		0.1456
881		0.1523
880.5		0.1492
880		0.158
879.5		0.1496
879		0.1513
878.5		0.1488
878		0.1501
877.5		0.1502
877		0.1488
876.5		0.1553
876		0.1508
875.5		0.1528
875		0.1527
874.5		0.1504
874		0.1546
873.5		0.1537
873		0.1553
872.5		0.149
872		0.156
871.5		0.1506
871		0.1513
870.5		0.1524
870		0.1513
869.5		0.1538
869		0.1508
868.5		0.1515
868		0.15
867.5		0.1547
867		0.1507
866.5		0.1527
866		0.1523
865.5		0.1547
865		0.1555
864.5		0.153
864		0.1535
863.5		0.1523
863		0.1548
862.5		0.1537
862		0.1557
861.5		0.1557
861		0.1557
860.5		0.1553
860		0.1542
859.5		0.1555
859		0.1543
858.5		0.1558
858		0.1548
857.5		0.1553
857		0.1576
856.5		0.1564
856		0.1553
855.5		0.1553
855		0.1555
854.5		0.1566
854		0.1557
853.5		0.1562
853		0.1558
852.5		0.157
852		0.1573
851.5		0.1571
851		0.1571
850.5		0.157
850		0.1581
849.5		0.1577
849		0.1575
848.5		0.1573
848		0.1578
847.5		0.1571
847		0.1576
846.5		0.1574
846		0.1585
845.5		0.1579
845		0.1579
844.5		0.1576
844		0.1578
843.5		0.1583
843		0.1577
842.5		0.1582
842		0.1572
841.5		0.1582
841		0.1582
840.5		0.1582
840		0.1575
839.5		0.1586
839		0.1576
838.5		0.158
838		0.1582
837.5		0.1584
837		0.1576
836.5		0.1581
836		0.1581
835.5		0.1585
835		0.1579
834.5		0.1578
834		0.1579
833.5		0.1581
833		0.1584
832.5		0.158
832		0.1581
831.5		0.1582
831		0.158
830.5		0.1575
830		0.1575
829.5		0.1582
829		0.1571
828.5		0.1576
828		0.1578
827.5		0.1582
827		0.1576
826.5		0.1583
826		0.1579
825.5		0.1579
825		0.1579
824.5		0.1573
824		0.1582
823.5		0.158
823		0.1581
822.5		0.1582
822		0.1582
821.5		0.1576
821		0.1576
820.5		0.1573
820		0.1578
819.5		0.1579
819		0.1577
818.5		0.1577
818		0.1578
817.5		0.1577
817		0.1577
816.5		0.1579
816		0.1576
815.5		0.158
815		0.1576
814.5		0.1579
814		0.1577
813.5		0.1576
813		0.1572
812.5		0.1576
812		0.1578
811.5		0.1577
811		0.1576
810.5		0.1575
810		0.1576
809.5		0.1575
809		0.1575
808.5		0.1577
808		0.1574
807.5		0.1573
807		0.1575
806.5		0.1577
806		0.1578
805.5		0.1575
805		0.1574
804.5		0.157
804		0.1577
803.5		0.157
803		0.1572
802.5		0.1572
802		0.1569
801.5		0.1577
801		0.1572
800.5		0.1571
800		0.1573
799.5		0.157
799		0.1573
798.5		0.1575
798		0.1577
797.5		0.1572
797		0.1574
796.5		0.1569
796		0.1576
795.5		0.157
795		0.1572
794.5		0.1571
794		0.1573
793.5		0.1572
793		0.1567
792.5		0.1569
792		0.1569
791.5		0.157
791		0.1568
790.5		0.1568
790		0.1568
789.5		0.1569
789		0.1564
788.5		0.1567
788		0.1567
787.5		0.157
787		0.156
786.5		0.1565
