lambda		value

Calibration:
lambda:	800
Abs:	0.0004

Data:
#
900		0.338837
899.5		0.336843
899		0.336564
898.5		0.352924
898		0.327463
897.5		0.335076
897		0.343692
896.5		0.346611
896		0.333766
895.5		0.336871
895		0.331094
894.5		0.338225
894		0.329529
893.5		0.3467
893		0.348131
892.5		0.325438
892		0.350056
891.5		0.327913
891		0.337382
890.5		0.331263
890		0.324806
889.5		0.33139
889		0.343775
888.5		0.341587
888		0.328746
887.5		0.337125
887		0.330996
886.5		0.335828
886		0.341085
885.5		0.326673
885		0.331661
884.5		0.342996
884		0.333231
883.5		0.335532
883		0.344515
882.5		0.340542
882		0.331301
881.5		0.331058
881		0.343632
880.5		0.342129
880		0.341151
879.5		0.337834
879		0.34375
878.5		0.335542
878		0.336313
877.5		0.339064
877		0.339382
876.5		0.337264
876		0.340089
875.5		0.338749
875		0.339833
874.5		0.341303
874		0.33824
873.5		0.33648
873		0.340606
872.5		0.342363
872		0.338645
871.5		0.339087
871		0.340486
870.5		0.337708
870		0.340475
869.5		0.336927
869		0.334867
868.5		0.33674
868		0.340555
867.5		0.3398
867		0.339762
866.5		0.343089
866		0.338382
865.5		0.337566
865		0.337662
864.5		0.337459
864		0.339587
863.5		0.340593
863		0.336749
862.5		0.339628
862		0.335646
861.5		0.338218
861		0.343957
860.5		0.342631
860		0.336706
859.5		0.338948
859		0.338426
858.5		0.338865
858		0.341144
857.5		0.339658
857		0.338764
856.5		0.339215
856		0.337894
855.5		0.338814
855		0.338225
854.5		0.340198
854		0.340077
853.5		0.339585
853		0.33945
852.5		0.336948
852		0.338471
851.5		0.341049
851		0.338208
850.5		0.337425
850		0.338782
849.5		0.3387
849		0.338507
848.5		0.337962
848		0.338633
847.5		0.338866
847		0.338106
846.5		0.338264
846		0.338142
845.5		0.340792
845		0.338211
844.5		0.337811
844		0.338867
843.5		0.336285
843		0.338273
842.5		0.337784
842		0.337904
841.5		0.338647
841		0.337021
840.5		0.338478
840		0.338209
839.5		0.337415
839		0.338547
838.5		0.338209
838		0.338651
837.5		0.338876
837		0.338122
836.5		0.339653
836		0.33881
835.5		0.338649
835		0.338793
834.5		0.339162
834		0.339193
833.5		0.339156
833		0.338896
832.5		0.339897
832		0.339568
831.5		0.339698
831		0.338706
830.5		0.340413
830		0.340167
829.5		0.339147
829		0.33976
828.5		0.340146
828		0.34044
827.5		0.340082
827		0.340379
826.5		0.339544
826		0.341186
825.5		0.339448
825		0.339956
824.5		0.341254
824		0.341125
823.5		0.341498
823		0.341488
822.5		0.341776
822		0.341483
821.5		0.341593
821		0.340859
820.5		0.340247
820		0.340557
819.5		0.341803
819		0.341539
818.5		0.340857
818		0.342311
817.5		0.342728
817		0.342134
816.5		0.341829
816		0.340222
815.5		0.340249
815		0.343049
814.5		0.342403
814		0.34294
813.5		0.341942
813		0.342737
812.5		0.341797
812		0.342669
811.5		0.34191
811		0.342234
810.5		0.341388
810		0.341634
809.5		0.341648
809		0.343343
808.5		0.342974
808		0.342005
807.5		0.343112
807		0.343103
806.5		0.343146
806		0.343481
805.5		0.343097
805		0.344351
804.5		0.342966
804		0.343428
803.5		0.343913
803		0.343225
802.5		0.343737
802		0.343316
801.5		0.343266
801		0.344793
800.5		0.342775
800		0.343938
799.5		0.344938
799		0.343117
798.5		0.343897
798		0.344097
797.5		0.344724
797		0.344062
796.5		0.344424
796		0.344549
795.5		0.34522
795		0.345569
794.5		0.345165
794		0.344555
793.5		0.344879
793		0.345838
792.5		0.345631
792		0.346319
791.5		0.345375
791		0.343887
790.5		0.345954
790		0.344697
789.5		0.345865
789		0.346016
788.5		0.345969
788		0.346211
