lambda		value

Calibration:
lambda:	800
Abs:	0.0005

Data:
#
900		0.146617
899.5		0.164059
899		0.153862
898.5		0.154638
898		0.152172
897.5		0.150242
897		0.165998
896.5		0.167435
896		0.159166
895.5		0.155283
895		0.154006
894.5		0.161942
894		0.155678
893.5		0.162057
893		0.16733
892.5		0.153191
892		0.157799
891.5		0.153547
891		0.169164
890.5		0.165398
890		0.153119
889.5		0.157667
889		0.164675
888.5		0.166529
888		0.158011
887.5		0.164401
887		0.153907
886.5		0.163379
886		0.165154
885.5		0.161265
885		0.161566
884.5		0.161683
884		0.16314
883.5		0.155538
883		0.166409
882.5		0.16382
882		0.164867
881.5		0.164556
881		0.162763
880.5		0.16116
880		0.16582
879.5		0.166904
879		0.165195
878.5		0.161562
878		0.164809
877.5		0.163651
877		0.166497
876.5		0.165827
876		0.16144
875.5		0.160252
875		0.163535
874.5		0.165046
874		0.163541
873.5		0.165161
873		0.162845
872.5		0.164072
872		0.162267
871.5		0.163288
871		0.165199
870.5		0.161563
870		0.164297
869.5		0.163438
869		0.164199
868.5		0.163026
868		0.16645
867.5		0.163616
867		0.163602
866.5		0.163693
866		0.164823
865.5		0.1662
865		0.166633
864.5		0.161319
864		0.16497
863.5		0.164868
863		0.166551
862.5		0.165684
862		0.162537
861.5		0.164789
861		0.165812
860.5		0.166968
860		0.166882
859.5		0.163461
859		0.163921
858.5		0.16289
858		0.165028
857.5		0.167099
857		0.166518
856.5		0.16546
856		0.164006
855.5		0.164124
855		0.165311
854.5		0.166056
854		0.166634
853.5		0.167229
853		0.165476
852.5		0.164153
852		0.164806
851.5		0.165325
851		0.164625
850.5		0.166601
850		0.167624
849.5		0.166354
849		0.166205
848.5		0.165157
848		0.164247
847.5		0.165399
847		0.166206
846.5		0.165894
846		0.165728
845.5		0.167046
845		0.167985
844.5		0.167243
844		0.165843
843.5		0.164912
843		0.166288
842.5		0.165793
842		0.165861
841.5		0.165874
841		0.167342
840.5		0.166634
840		0.16665
839.5		0.165613
839		0.16533
838.5		0.165662
838		0.166171
837.5		0.16599
837		0.166254
836.5		0.166468
836		0.166007
835.5		0.166419
835		0.166485
834.5		0.166518
834		0.166087
833.5		0.166369
833		0.165988
832.5		0.166584
832		0.166667
831.5		0.166087
831		0.166086
830.5		0.166135
830		0.167115
829.5		0.16655
829		0.16607
828.5		0.1665
828		0.166301
827.5		0.166467
827		0.166417
826.5		0.165803
826		0.166617
825.5		0.166899
825		0.166251
824.5		0.16695
824		0.166533
823.5		0.165967
823		0.166467
822.5		0.1669
822		0.166467
821.5		0.166167
821		0.16635
820.5		0.165952
820		0.1663
819.5		0.166467
819		0.166433
818.5		0.166201
818		0.166617
817.5		0.166115
817		0.166033
816.5		0.165834
816		0.165435
815.5		0.166002
815		0.165982
814.5		0.166267
814		0.165833
813.5		0.165382
813		0.165583
812.5		0.165067
812		0.16575
811.5		0.165215
811		0.165433
810.5		0.165069
810		0.165133
809.5		0.164754
809		0.165282
808.5		0.164948
808		0.165216
807.5		0.165615
807		0.165366
806.5		0.165732
806		0.165548
805.5		0.165467
805		0.165581
804.5		0.1653
804		0.164834
803.5		0.165115
803		0.164585
802.5		0.164982
802		0.164637
801.5		0.1648
801		0.164796
800.5		0.164073
800		0.164482
799.5		0.164282
799		0.163938
798.5		0.164567
798		0.164167
797.5		0.164362
797		0.163851
796.5		0.164085
796		0.164054
795.5		0.163636
795		0.163549
794.5		0.1644
794		0.164252
793.5		0.163722
793		0.163682
792.5		0.163184
792		0.164062
791.5		0.163174
791		0.1628
790.5		0.163253
790		0.162496
789.5		0.1637
789		0.162888
788.5		0.163749
788		0.162141
