#
900	0.0574
899.5	0.1169
899	0.0646
898.5	0.0533
898	0.1081
897.5	0.0658
897	0.0337
896.5	0.0436
896	0.0623
895.5	0.1077
895	0.1186
894.5	0.0664
894	0.1205
893.5	0.0604
893	0.0503
892.5	0.1128
892	0.0598
891.5	0.0875
891	0.0864
890.5	0.0761
890	0.0986
889.5	0.1011
889	0.0827
888.5	0.0654
888	0.0673
887.5	0.064
887	0.0698
886.5	0.0704
886	0.0648
885.5	0.0814
885	0.1132
884.5	0.0731
884	0.0488
883.5	0.0716
883	0.0474
882.5	0.0762
882	0.0854
881.5	0.1054
881	0.0825
880.5	0.0922
880	0.0653
879.5	0.07
879	0.0681
878.5	0.0721
878	0.0795
877.5	0.0814
877	0.0532
876.5	0.0827
876	0.0692
875.5	0.0655
875	0.0736
874.5	0.0685
874	0.0751
873.5	0.0669
873	0.0731
872.5	0.07
872	0.0882
871.5	0.0786
871	0.0615
870.5	0.0925
870	0.0779
869.5	0.0863
869	0.0818
868.5	0.0779
868	0.0792
867.5	0.0772
867	0.0796
866.5	0.0729
866	0.0872
865.5	0.0773
865	0.0661
864.5	0.0871
864	0.0786
863.5	0.0792
863	0.0794
862.5	0.0745
862	0.0818
861.5	0.0825
861	0.0663
860.5	0.0738
860	0.0836
859.5	0.0725
859	0.0852
858.5	0.0762
858	0.0756
857.5	0.0693
857	0.0827
856.5	0.0754
856	0.0836
855.5	0.0757
855	0.0756
854.5	0.0818
854	0.0825
853.5	0.0786
853	0.0773
852.5	0.0797
852	0.0834
851.5	0.0765
851	0.0757
850.5	0.0767
850	0.075
849.5	0.0798
849	0.0799
848.5	0.0834
848	0.0775
847.5	0.0779
847	0.08
846.5	0.0822
846	0.0789
845.5	0.0744
845	0.0758
844.5	0.0806
844	0.0794
843.5	0.0852
843	0.0795
842.5	0.0797
842	0.0776
841.5	0.0782
841	0.0819
840.5	0.0796
840	0.0805
839.5	0.0808
839	0.0765
838.5	0.0796
838	0.0783
837.5	0.0818
837	0.0805
836.5	0.0816
836	0.0823
835.5	0.0807
835	0.0776
834.5	0.0782
834	0.0792
833.5	0.0793
833	0.0825
832.5	0.0821
832	0.0801
831.5	0.0786
831	0.0801
830.5	0.0774
830	0.0798
829.5	0.0777
829	0.0819
828.5	0.0797
828	0.0805
827.5	0.0759
827	0.0796
826.5	0.0804
826	0.0795
825.5	0.0808
825	0.079
824.5	0.0814
824	0.0794
823.5	0.0785
823	0.0788
822.5	0.0769
822	0.0782
821.5	0.0794
821	0.0797
820.5	0.082
820	0.0816
819.5	0.0801
819	0.0767
818.5	0.0804
818	0.0787
817.5	0.077
817	0.0796
816.5	0.0811
816	0.0813
815.5	0.0815
815	0.0781
814.5	0.078
814	0.0791
813.5	0.0782
813	0.0795
812.5	0.0803
812	0.0798
811.5	0.0792
811	0.0784
810.5	0.0811
810	0.0788
809.5	0.0829
809	0.0796
808.5	0.0784
808	0.0789
807.5	0.0807
807	0.0795
806.5	0.0801
806	0.0783
805.5	0.0784
805	0.0777
804.5	0.0793
804	0.0809
803.5	0.077
803	0.0793
802.5	0.0782
802	0.0794
801.5	0.0792
801	0.0777
800.5	0.0804
800	0.0787
799.5	0.0787
799	0.0811
798.5	0.0783
798	0.0794
797.5	0.076
797	0.0775
796.5	0.0792
796	0.0787
795.5	0.0804
795	0.0789
794.5	0.0773
794	0.0788
793.5	0.0806
793	0.0774
792.5	0.08
792	0.0751
791.5	0.0803
791	0.0836
790.5	0.0779
790	0.0822
789.5	0.0807
789	0.0777
788.5	0.0772
788	0.0793
787.5	0.0792
787	0.0771
786.5	0.0793
786	0.081
785.5	0.0778
785	0.0805
784.5	0.0787
784	0.0803
783.5	0.08
783	0.0752
782.5	0.0778
782	0.0787
781.5	0.078
781	0.0798
780.5	0.0784
780	0.0796
779.5	0.0789
779	0.08
778.5	0.0793
778	0.0779
777.5	0.0785
777	0.0802
776.5	0.0797
776	0.0796
775.5	0.0833
775	0.0779
774.5	0.0816
774	0.0762
773.5	0.0783
773	0.0795
772.5	0.0797
772	0.0824
771.5	0.076
771	0.0778
770.5	0.0804
770	0.079
769.5	0.0791
769	0.0782
768.5	0.0795
768	0.0789
767.5	0.0785
767	0.0801
766.5	0.0788
766	0.0786
765.5	0.0781
765	0.0829
764.5	0.0775
764	0.0792
763.5	0.0783
763	0.0787
762.5	0.0787
762	0.0801
761.5	0.08
761	0.0801
760.5	0.0801
760	0.0783
759.5	0.0786
759	0.0801
758.5	0.078
758	0.0811
757.5	0.0793
757	0.0823
756.5	0.0809
756	0.0773
755.5	0.078
755	0.0801
754.5	0.0803
754	0.0815
753.5	0.0765
753	0.0782
752.5	0.0809
752	0.0792
751.5	0.0814
751	0.078
750.5	0.0791
750	0.0779
749.5	0.0784
749	0.081
748.5	0.0789
748	0.0786
747.5	0.0795
747	0.0765
746.5	0.0818
746	0.0781
745.5	0.0788
745	0.0783
744.5	0.0794
744	0.0794
743.5	0.0792
743	0.0793
742.5	0.0792
742	0.0821
741.5	0.0805
741	0.0805
740.5	0.0805
740	0.0808
739.5	0.076
739	0.0819
738.5	0.0784
738	0.0792
737.5	0.0783
737	0.0809
736.5	0.0797
736	0.0785
735.5	0.0792
735	0.0785
734.5	0.0816
734	0.0786
733.5	0.081
733	0.0793
732.5	0.0819
732	0.083
731.5	0.0808
731	0.0816
730.5	0.0799
730	0.0801
729.5	0.0794
729	0.0805
728.5	0.0843
728	0.0802
727.5	0.0835
727	0.0777
726.5	0.0791
726	0.0813
725.5	0.0789
725	0.0816
724.5	0.0825
724	0.0826
723.5	0.0826
723	0.083
722.5	0.0827
722	0.0833
721.5	0.0834
721	0.0852
720.5	0.0868
720	0.0825
719.5	0.0875
719	0.0827
718.5	0.0829
718	0.0858
717.5	0.0837
717	0.0844
716.5	0.084
716	0.0853
715.5	0.0814
715	0.0814
714.5	0.0801
714	0.0839
713.5	0.0814
713	0.083
712.5	0.0825
712	0.0827
711.5	0.0798
711	0.0829
710.5	0.0813
710	0.0792
709.5	0.0821
709	0.0802
708.5	0.0804
708	0.0808
707.5	0.0799
707	0.0793
706.5	0.0818
706	0.0788
705.5	0.0801
705	0.0804
704.5	0.0799
704	0.0795
703.5	0.0821
703	0.0803
702.5	0.079
702	0.0813
701.5	0.0814
701	0.0805
700.5	0.0809
700	0.0812
699.5	0.0777
699	0.0815
698.5	0.0802
698	0.0796
697.5	0.0815
697	0.0811
696.5	0.0796
696	0.0823
695.5	0.0819
695	0.0834
694.5	0.0793
694	0.0803
693.5	0.0808
693	0.0802
692.5	0.0809
692	0.0798
691.5	0.0783
691	0.0808
690.5	0.0796
690	0.0789
689.5	0.0806
689	0.0798
688.5	0.08
688	0.0772
687.5	0.0809
687	0.08
686.5	0.0815
686	0.0785
685.5	0.0793
685	0.0811
684.5	0.079
684	0.0805
683.5	0.0799
683	0.0793
682.5	0.0806
682	0.0816
681.5	0.0805
681	0.0837
680.5	0.0803
680	0.0809
679.5	0.0819
679	0.0779
678.5	0.0801
678	0.0816
677.5	0.0783
677	0.08
676.5	0.0792
676	0.0788
675.5	0.0793
675	0.0801
674.5	0.0801
674	0.0783
673.5	0.0801
673	0.0796
672.5	0.08
