lambda		value

Calibration:
lambda:	800
Abs:	0

Data:
#
900		0.26528
899.5		0.247885
899		0.260444
898.5		0.245979
898		0.258505
897.5		0.248275
897		0.247891
896.5		0.253429
896		0.258927
895.5		0.252259
895		0.252271
894.5		0.255702
894		0.256615
893.5		0.262384
893		0.274411
892.5		0.254574
892		0.255687
891.5		0.260271
891		0.266619
890.5		0.259137
890		0.253664
889.5		0.255377
889		0.261843
888.5		0.262968
888		0.259036
887.5		0.263735
887		0.255727
886.5		0.266734
886		0.266721
885.5		0.251317
885		0.253639
884.5		0.262513
884		0.26399
883.5		0.258168
883		0.267126
882.5		0.263333
882		0.259518
881.5		0.262387
881		0.261506
880.5		0.267694
880		0.262661
879.5		0.267884
879		0.264604
878.5		0.265054
878		0.266212
877.5		0.266787
877		0.264445
876.5		0.26398
876		0.268494
875.5		0.26959
875		0.270254
874.5		0.269975
874		0.27008
873.5		0.274148
873		0.270093
872.5		0.270082
872		0.270609
871.5		0.267128
871		0.271145
870.5		0.265825
870		0.270389
869.5		0.269933
869		0.272827
868.5		0.272208
868		0.269162
867.5		0.27379
867		0.270602
866.5		0.271215
866		0.273307
865.5		0.271464
865		0.274026
864.5		0.269128
864		0.273017
863.5		0.273245
863		0.273667
862.5		0.27477
862		0.274889
861.5		0.274512
861		0.279196
860.5		0.278207
860		0.275288
859.5		0.277147
859		0.274918
858.5		0.275653
858		0.276796
857.5		0.278027
857		0.276862
856.5		0.278637
856		0.279782
855.5		0.278586
855		0.280008
854.5		0.280384
854		0.279964
853.5		0.28152
853		0.281011
852.5		0.278479
852		0.280071
851.5		0.281827
851		0.281877
850.5		0.281488
850		0.282206
849.5		0.283077
849		0.282933
848.5		0.280933
848		0.283613
847.5		0.284318
847		0.284079
846.5		0.283517
846		0.284176
845.5		0.285926
845		0.285404
844.5		0.283867
844		0.285982
843.5		0.28511
843		0.285996
842.5		0.286336
842		0.286391
841.5		0.287736
841		0.287421
840.5		0.288003
840		0.288481
839.5		0.287138
839		0.288838
838.5		0.288777
838		0.288799
837.5		0.289375
837		0.29085
836.5		0.2911
836		0.290789
835.5		0.290396
835		0.291725
834.5		0.292155
834		0.292395
833.5		0.292092
833		0.293288
832.5		0.293439
832		0.293486
831.5		0.293837
831		0.29441
830.5		0.295026
830		0.294966
829.5		0.295577
829		0.295719
828.5		0.296163
828		0.296584
827.5		0.29678
827		0.297588
826.5		0.297281
826		0.297346
825.5		0.297459
825		0.298902
824.5		0.2998
824		0.29975
823.5		0.29989
823		0.300329
822.5		0.30041
822		0.300249
821.5		0.300509
821		0.300679
820.5		0.301336
820		0.301587
819.5		0.30347
819		0.302291
818.5		0.302486
818		0.303343
817.5		0.304692
817		0.304409
816.5		0.303527
816		0.304361
815.5		0.304317
815		0.306167
814.5		0.305269
814		0.305992
813.5		0.306884
813		0.3071
812.5		0.307185
812		0.307139
811.5		0.307546
811		0.307908
810.5		0.307815
810		0.308807
809.5		0.308099
809		0.309886
808.5		0.310724
808		0.310262
807.5		0.309848
807		0.310969
806.5		0.312181
806		0.312412
805.5		0.312181
805		0.312575
804.5		0.313543
804		0.313418
803.5		0.313851
803		0.314223
802.5		0.3145
802		0.31414
801.5		0.315342
801		0.316802
800.5		0.314724
800		0.3154
799.5		0.3164
799		0.315837
798.5		0.318277
798		0.317877
797.5		0.319443
797		0.319145
796.5		0.318817
796		0.318563
795.5		0.31972
795		0.319436
794.5		0.32014
794		0.320052
793.5		0.319996
793		0.3216
792.5		0.322207
792		0.322254
791.5		0.321696
791		0.321357
790.5		0.323048
790		0.323037
789.5		0.324138
789		0.323717
788.5		0.324535
788		0.324319
