lambda		value

Calibration:
lambda:	800
Abs:	-0.0001

Data:
#
900		0.171634
899.5		0.164552
899		0.17193
898.5		0.167832
898		0.163552
897.5		0.16011
897		0.165484
896.5		0.16723
896		0.160766
895.5		0.164031
895		0.171981
894.5		0.167872
894		0.157848
893.5		0.170692
893		0.172039
892.5		0.160634
892		0.168217
891.5		0.158341
891		0.171287
890.5		0.170204
890		0.158733
889.5		0.171742
889		0.170396
888.5		0.169004
888		0.164241
887.5		0.165208
887		0.166058
886.5		0.163078
886		0.163014
885.5		0.166335
885		0.16983
884.5		0.167663
884		0.171766
883.5		0.162438
883		0.171552
882.5		0.163317
882		0.167266
881.5		0.163865
881		0.165853
880.5		0.167304
880		0.163791
879.5		0.166903
879		0.163979
878.5		0.165379
878		0.165011
877.5		0.165551
877		0.170267
876.5		0.169857
876		0.169203
875.5		0.166345
875		0.175109
874.5		0.166059
874		0.166465
873.5		0.170234
873		0.167188
872.5		0.167104
872		0.165555
871.5		0.163992
871		0.168741
870.5		0.166932
870		0.1669
869.5		0.162842
869		0.1672
868.5		0.168035
868		0.166351
867.5		0.168416
867		0.169696
866.5		0.167602
866		0.167912
865.5		0.1664
865		0.169249
864.5		0.167953
864		0.167564
863.5		0.167565
863		0.167147
862.5		0.166484
862		0.165313
861.5		0.167381
861		0.168425
860.5		0.170678
860		0.168468
859.5		0.16924
859		0.168782
858.5		0.168653
858		0.167609
857.5		0.169894
857		0.168504
856.5		0.169127
856		0.168071
855.5		0.168976
855		0.167691
854.5		0.167838
854		0.169112
853.5		0.168617
853		0.169839
852.5		0.167209
852		0.168954
851.5		0.169298
851		0.168378
850.5		0.169371
850		0.168812
849.5		0.169217
849		0.169368
848.5		0.167618
848		0.169282
847.5		0.168658
847		0.168377
846.5		0.169147
846		0.169383
845.5		0.169718
845		0.169664
844.5		0.168329
844		0.169696
843.5		0.168945
843		0.170534
842.5		0.169352
842		0.168524
841.5		0.169438
841		0.169612
840.5		0.169996
840		0.169713
839.5		0.168871
839		0.169289
838.5		0.16912
838		0.170331
837.5		0.168958
837		0.169621
836.5		0.170337
836		0.169074
835.5		0.168894
835		0.170255
834.5		0.169993
834		0.169463
833.5		0.168849
833		0.169761
832.5		0.169963
832		0.170744
831.5		0.169466
831		0.170065
830.5		0.170321
830		0.1698
829.5		0.170136
829		0.16905
828.5		0.170387
828		0.169488
827.5		0.170056
827		0.169606
826.5		0.169588
826		0.170109
825.5		0.168992
825		0.170342
824.5		0.169344
824		0.170028
823.5		0.169265
823		0.169361
822.5		0.170302
822		0.16926
821.5		0.169662
821		0.169446
820.5		0.169042
820		0.169894
819.5		0.169766
819		0.170034
818.5		0.169395
818		0.170019
817.5		0.169724
817		0.168932
816.5		0.168931
816		0.168928
815.5		0.169192
815		0.168786
814.5		0.168966
814		0.168834
813.5		0.169885
813		0.168983
812.5		0.169165
812		0.168849
811.5		0.168918
811		0.168633
810.5		0.168363
810		0.168932
809.5		0.168345
809		0.168584
808.5		0.168551
808		0.168317
807.5		0.169319
807		0.168666
806.5		0.168535
806		0.168952
805.5		0.168365
805		0.168886
804.5		0.167799
804		0.167832
803.5		0.167918
803		0.167782
802.5		0.168183
802		0.167432
801.5		0.167899
801		0.167702
800.5		0.166866
800		0.167783
799.5		0.167583
799		0.166334
798.5		0.167766
798		0.167566
797.5		0.167869
797		0.167449
796.5		0.166783
796		0.167049
795.5		0.166134
795		0.16735
794.5		0.1665
794		0.16645
793.5		0.166018
793		0.166383
792.5		0.166683
792		0.166667
791.5		0.165669
791		0.165489
790.5		0.165652
790		0.166085
789.5		0.165501
789		0.165386
788.5		0.16585
788		0.165436
