lambda		value

Calibration:
lambda:	800
Abs:	0.0005

Data:
#
900		0.315052
899.5		0.311485
899		0.336598
898.5		0.310976
898		0.315029
897.5		0.326329
897		0.329011
896.5		0.322888
896		0.311845
895.5		0.310958
895		0.307122
894.5		0.310615
894		0.311258
893.5		0.323599
893		0.352356
892.5		0.331441
892		0.327938
891.5		0.324753
891		0.326888
890.5		0.320477
890		0.316473
889.5		0.327803
889		0.321518
888.5		0.336566
888		0.327273
887.5		0.318232
887		0.325595
886.5		0.323217
886		0.341426
885.5		0.318155
885		0.31841
884.5		0.336645
884		0.331005
883.5		0.327169
883		0.335803
882.5		0.326023
882		0.327934
881.5		0.324758
881		0.321439
880.5		0.323026
880		0.330321
879.5		0.335228
879		0.326433
878.5		0.333266
878		0.331425
877.5		0.325402
877		0.336358
876.5		0.332258
876		0.329132
875.5		0.334315
875		0.331539
874.5		0.333029
874		0.331014
873.5		0.337834
873		0.332357
872.5		0.332289
872		0.330113
871.5		0.336311
871		0.338395
870.5		0.332869
870		0.329896
869.5		0.332268
869		0.334601
868.5		0.332665
868		0.331702
867.5		0.338434
867		0.3335
866.5		0.336708
866		0.329746
865.5		0.3357
865		0.338905
864.5		0.333531
864		0.335429
863.5		0.33783
863		0.339767
862.5		0.333467
862		0.333796
861.5		0.335859
861		0.342584
860.5		0.340056
860		0.337236
859.5		0.339579
859		0.338559
858.5		0.340787
858		0.339192
857.5		0.34169
857		0.340189
856.5		0.340537
856		0.340506
855.5		0.339144
855		0.34282
854.5		0.340232
854		0.342194
853.5		0.342696
853		0.343056
852.5		0.341911
852		0.346013
851.5		0.345455
851		0.344269
850.5		0.345179
850		0.34466
849.5		0.345747
849		0.345857
848.5		0.344199
848		0.345975
847.5		0.346606
847		0.346237
846.5		0.34747
846		0.34875
845.5		0.348747
845		0.347538
844.5		0.346241
844		0.349081
843.5		0.347437
843		0.349669
842.5		0.35137
842		0.349285
841.5		0.35106
841		0.350785
840.5		0.352068
840		0.350697
839.5		0.351274
839		0.353232
838.5		0.352278
838		0.353746
837.5		0.353855
837		0.3548
836.5		0.355072
836		0.354088
835.5		0.35473
835		0.356498
834.5		0.35539
834		0.356611
833.5		0.355569
833		0.35671
832.5		0.357136
832		0.358408
831.5		0.35823
831		0.358742
830.5		0.36079
830		0.358913
829.5		0.359414
829		0.359372
828.5		0.361615
828		0.359904
827.5		0.360563
827		0.361751
826.5		0.361499
826		0.362484
825.5		0.361416
825		0.362856
824.5		0.363155
824		0.364336
823.5		0.364827
823		0.363192
822.5		0.365539
822		0.364671
821.5		0.364408
821		0.365771
820.5		0.365812
820		0.36636
819.5		0.366847
819		0.367394
818.5		0.367159
818		0.368479
817.5		0.369546
817		0.368374
816.5		0.369352
816		0.369109
815.5		0.369413
815		0.370931
814.5		0.370548
814		0.371097
813.5		0.372109
813		0.372086
812.5		0.371526
812		0.372312
811.5		0.373686
811		0.373075
810.5		0.374176
810		0.374275
809.5		0.374414
809		0.376314
808.5		0.375838
808		0.375963
807.5		0.376189
807		0.377251
806.5		0.377829
806		0.378968
805.5		0.377125
805		0.379445
804.5		0.3786
804		0.378249
803.5		0.380495
803		0.379534
802.5		0.38059
802		0.380491
801.5		0.3817
801		0.382418
800.5		0.38091
800		0.383292
799.5		0.382991
799		0.382488
798.5		0.383123
798		0.384523
797.5		0.385749
797		0.386084
796.5		0.38603
796		0.386121
795.5		0.386014
795		0.388116
794.5		0.3882
794		0.387851
793.5		0.38824
793		0.389895
792.5		0.389561
792		0.390825
791.5		0.390719
791		0.389226
790.5		0.391048
790		0.391686
789.5		0.3933
789		0.393089
788.5		0.393918
788		0.392971
