lambda		value

Calibration:
lambda:	800
Abs:	-0.0001

Data:
#
900		0.115923
899.5		0.107701
899		0.114418
898.5		0.108891
898		0.115396
897.5		0.105491
897		0.1119
896.5		0.115239
896		0.11479
895.5		0.103232
895		0.105539
894.5		0.115531
894		0.111723
893.5		0.115302
893		0.116681
892.5		0.109078
892		0.112818
891.5		0.108386
891		0.115439
890.5		0.113036
890		0.109166
889.5		0.113456
889		0.113297
888.5		0.120231
888		0.114948
887.5		0.116712
887		0.11393
886.5		0.114346
886		0.116322
885.5		0.113176
885		0.109942
884.5		0.120859
884		0.115092
883.5		0.113986
883		0.120333
882.5		0.113625
882		0.11301
881.5		0.118572
881		0.113159
880.5		0.115764
880		0.115689
879.5		0.115463
879		0.119359
878.5		0.113899
878		0.116632
877.5		0.117594
877		0.117791
876.5		0.114548
876		0.118412
875.5		0.11905
875		0.117044
874.5		0.118975
874		0.117896
873.5		0.121538
873		0.119838
872.5		0.121944
872		0.119263
871.5		0.118756
871		0.120081
870.5		0.117349
870		0.118971
869.5		0.11814
869		0.1185
868.5		0.12177
868		0.117853
867.5		0.11944
867		0.118458
866.5		0.118814
866		0.117518
865.5		0.120927
865		0.121352
864.5		0.121536
864		0.121484
863.5		0.122528
863		0.122402
862.5		0.121442
862		0.121731
861.5		0.122547
861		0.121897
860.5		0.122643
860		0.122558
859.5		0.12312
859		0.122075
858.5		0.121871
858		0.122259
857.5		0.124276
857		0.123126
856.5		0.123254
856		0.123476
855.5		0.122847
855		0.123092
854.5		0.123701
854		0.124009
853.5		0.123884
853		0.124132
852.5		0.123658
852		0.124321
851.5		0.125608
851		0.125025
850.5		0.125841
850		0.126436
849.5		0.12558
849		0.125889
848.5		0.125591
848		0.12595
847.5		0.127678
847		0.126431
846.5		0.126368
846		0.127309
845.5		0.127956
845		0.127866
844.5		0.128147
844		0.128507
843.5		0.127544
843		0.128468
842.5		0.128225
842		0.128587
841.5		0.129256
841		0.129332
840.5		0.129549
840		0.129803
839.5		0.13028
839		0.130207
838.5		0.129705
838		0.130125
837.5		0.130082
837		0.131201
836.5		0.132044
836		0.130787
835.5		0.131472
835		0.131461
834.5		0.131864
834		0.132731
833.5		0.132937
833		0.133029
832.5		0.133188
832		0.132856
831.5		0.133983
831		0.133366
830.5		0.133546
830		0.13389
829.5		0.134077
829		0.13389
828.5		0.134914
828		0.134734
827.5		0.134868
827		0.135625
826.5		0.135531
826		0.136087
825.5		0.135811
825		0.135815
824.5		0.136513
824		0.136082
823.5		0.13699
823		0.137126
822.5		0.137583
822		0.137542
821.5		0.137707
821		0.137693
820.5		0.137745
820		0.138151
819.5		0.138872
819		0.138728
818.5		0.138451
818		0.139398
817.5		0.139749
817		0.139644
816.5		0.139361
816		0.139992
815.5		0.139282
815		0.140655
814.5		0.141572
814		0.141228
813.5		0.141371
813		0.141886
812.5		0.141787
812		0.141558
811.5		0.141999
811		0.142643
810.5		0.141916
810		0.143243
809.5		0.142715
809		0.143272
808.5		0.144043
808		0.144114
807.5		0.144201
807		0.144371
806.5		0.144516
806		0.145031
805.5		0.144684
805		0.14546
804.5		0.145912
804		0.145654
803.5		0.146302
803		0.146709
802.5		0.146385
802		0.146677
801.5		0.147112
801		0.147165
800.5		0.14693
800		0.147985
799.5		0.148085
799		0.148374
798.5		0.149181
798		0.148381
797.5		0.149239
797		0.149266
796.5		0.149805
796		0.150284
795.5		0.149661
795		0.150555
794.5		0.150909
794		0.150874
793.5		0.151352
793		0.151785
792.5		0.152193
792		0.152653
791.5		0.151905
791		0.151955
790.5		0.15307
790		0.152735
789.5		0.153608
789		0.153708
788.5		0.154054
788		0.153862
