lambda		value

Calibration:
lambda:	800
Abs:	-0.0002

Data:
#
900		0.0487049
899.5		0.0482887
899		0.047619
898.5		0.0422535
898		0.04825
897.5		0.0461356
897		0.0436035
896.5		0.0465616
896		0.0501596
895.5		0.0445885
895		0.0449161
894.5		0.047112
894		0.0481857
893.5		0.0484998
893		0.0475044
892.5		0.047442
892		0.0553927
891.5		0.0475573
891		0.0472433
890.5		0.0482531
890		0.0497591
889.5		0.051045
889		0.0527795
888.5		0.0495927
888		0.0496888
887.5		0.0477867
887		0.0475814
886.5		0.0481197
886		0.0503568
885.5		0.0464978
885		0.0496559
884.5		0.0457861
884		0.0510215
883.5		0.0489462
883		0.0497738
882.5		0.049283
882		0.047757
881.5		0.0509246
881		0.0474104
880.5		0.0493206
880		0.0513445
879.5		0.050421
879		0.0461367
878.5		0.0500702
878		0.0500803
877.5		0.0477522
877		0.0499236
876.5		0.0503677
876		0.0501814
875.5		0.0493201
875		0.0486196
874.5		0.0500152
874		0.0499748
873.5		0.0493001
873		0.0503735
872.5		0.0500051
872		0.0496715
871.5		0.0495437
871		0.049565
870.5		0.0494784
870		0.0514257
869.5		0.049586
869		0.0493951
868.5		0.0504656
868		0.0492916
867.5		0.0494703
867		0.0514331
866.5		0.0507863
866		0.0493926
865.5		0.0493654
865		0.0499044
864.5		0.0508659
864		0.0501646
863.5		0.0501248
863		0.0511036
862.5		0.0510286
862		0.0499158
861.5		0.0506077
861		0.0520498
860.5		0.0516394
860		0.0512592
859.5		0.051494
859		0.0498761
858.5		0.051743
858		0.0506053
857.5		0.0522008
857		0.0514297
856.5		0.0521102
856		0.051625
855.5		0.0516678
855		0.051432
854.5		0.0517514
854		0.0519378
853.5		0.0516711
853		0.0525429
852.5		0.0515271
852		0.0523302
851.5		0.0520254
851		0.0526316
850.5		0.0526264
850		0.0523711
849.5		0.0524186
849		0.052564
848.5		0.0522586
848		0.052803
847.5		0.0530213
847		0.052403
846.5		0.0526316
846		0.052538
845.5		0.0532357
845		0.0533544
844.5		0.0527147
844		0.0527407
843.5		0.0529007
843		0.0530213
842.5		0.0534796
842		0.0527509
841.5		0.0534389
841		0.0535044
840.5		0.0533966
840		0.0537337
839.5		0.0530939
839		0.0537198
838.5		0.0533386
838		0.0536687
837.5		0.0538081
837		0.0535644
836.5		0.0541613
836		0.0538134
835.5		0.0540487
835		0.0541667
834.5		0.0544083
834		0.054596
833.5		0.0542605
833		0.0544967
832.5		0.0542636
832		0.0546883
831.5		0.0545617
831		0.0546937
830.5		0.0548082
830		0.055003
829.5		0.0544821
829		0.0548217
828.5		0.0554947
828		0.0548641
827.5		0.0553175
827		0.055002
826.5		0.0550632
826		0.0554669
825.5		0.0554947
825		0.0554779
824.5		0.0557773
824		0.0555056
823.5		0.0554501
823		0.0557829
822.5		0.055928
822		0.0559489
821.5		0.0561158
821		0.0562101
820.5		0.0561092
820		0.0563929
819.5		0.0561831
819		0.0565057
818.5		0.0566923
818		0.0564339
817.5		0.0567362
817		0.0569715
816.5		0.0569374
816		0.0563703
815.5		0.0568238
815		0.0571572
814.5		0.0568829
814		0.0575058
813.5		0.0570228
813		0.0572885
812.5		0.0572485
812		0.057377
811.5		0.0574345
811		0.057971
810.5		0.0575791
810		0.057971
809.5		0.0576386
809		0.0578231
808.5		0.0581116
808		0.058
807.5		0.0582349
807		0.0583825
806.5		0.0584409
806		0.0585468
805.5		0.0586472
805		0.0584585
804.5		0.0586589
804		0.0586355
803.5		0.0588353
803		0.0587178
802.5		0.0591882
802		0.0590642
801.5		0.0593584
801		0.0595012
800.5		0.0593043
800		0.0593881
799.5		0.0594881
799		0.0593635
